film_id;title;description;release_year;language_id;rental_duration;rental_rate;length;replacement_cost;rating;last_update;special_features;fulltext
435;Hotel Happiness;A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback;2006;1;6;4.99;181;28.99;PG-13;2013-05-26 14:50:58.951;"{""Behind the Scenes""}";'challeng':16 'chef':9 'happi':2 'hotel':1 'mad':18 'must':15 'outback':22 'pastri':8 'scientist':19 'shark':13 'thrill':4 'yarn':5
439;Hunchback Impossible;A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan;2006;1;4;4.99;151;28.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes""}";'ancient':18 'compos':16 'dentist':11 'fight':14 'frisbe':8 'hunchback':1 'imposs':2 'japan':19 'must':13 'touch':4 'yarn':5
444;Hustler Party;A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert;2006;1;3;4.99;83;22.99;NC-17;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Behind the Scenes""}";'conquer':15 'desert':21 'emot':4 'hustler':1 'monkey':12 'must':14 'parti':2 'reflect':5 'robot':17 'sahara':20 'sumo':8 'wrestler':9
446;Hysterical Grail;A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse;2006;1;5;4.99;150;19.99;PG;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Deleted Scenes""}";'amaz':4 'build':14 'car':16 'dentist':11 'grail':2 'hyster':1 'madman':8 'manhattan':19 'must':13 'penthous':20 'saga':5
451;Igby Maker;A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory;2006;1;7;4.99;160;12.99;NC-17;2013-05-26 14:50:58.951;"{Trailers,""Behind the Scenes""}";'baloon':19 'documentari':5 'dog':11,16 'epic':4 'factori':20 'hunter':8 'igbi':1 'maker':2 'must':13 'outgun':14
455;Impossible Prejudice;A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China;2006;1;7;4.99;103;11.99;NC-17;2013-05-26 14:50:58.951;"{""Deleted Scenes""}";'ancient':20 'awe':5 'awe-inspir':4 'chase':16 'china':21 'hunter':13 'imposs':1 'inspir':6 'monkey':10 'must':15 'prejudic':2 'teacher':18 'yarn':7
456;Inch Jet;A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery;2006;1;6;4.99;167;18.99;NC-17;2013-05-26 14:50:58.951;"{""Deleted Scenes""}";'butler':16 'defeat':14 'fate':4 'inch':1 'jet':2 'monasteri':19 'must':13 'saga':5 'student':11 'woman':8
459;Informer Double;A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies;2006;1;4;4.99;74;23.99;NC-17;2013-05-26 14:50:58.951;{Trailers,Commentaries};'action':5 'action-pack':4 'canadian':22 'dentist':13 'display':7 'doubl':2 'forens':18 'inform':1 'must':15 'pack':6 'psychologist':19 'redeem':16 'rocki':23 'woman':10
460;Innocent Usual;A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback;2006;1;3;4.99;178;26.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes"",""Behind the Scenes""}";'beauti':4 'challeng':14 'crocodil':11 'drama':5 'innoc':1 'must':13 'outback':19 'pioneer':8 'student':16 'usual':2
465;Interview Liaisons;A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse;2006;1;4;4.99;59;17.99;R;2013-05-26 14:50:58.951;"{Commentaries,""Behind the Scenes""}";'action':5 'action-pack':4 'administr':19 'butler':13 'databas':18 'discov':16 'interview':1 'liaison':2 'manhattan':22 'must':15 'pack':6 'penthous':23 'reflect':7 'student':10
466;Intolerable Intentions;A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention;2006;1;6;4.99;63;20.99;PG-13;2013-05-26 14:50:58.951;"{Commentaries,""Behind the Scenes""}";'awe':5 'awe-inspir':4 'chef':14 'convent':23 'inspir':6 'intent':2 'intoler':1 'monkey':10 'must':16 'mysql':22 'pastri':13 'stori':7 'succumb':17 'woman':19
469;Iron Moon;A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon;2006;1;7;4.99;46;27.99;PG;2013-05-26 14:50:58.951;"{Commentaries,""Behind the Scenes""}";'baloon':22 'boy':14 'cow':11 'dentist':19 'documentari':7 'fast':5 'fast-pac':4 'iron':1 'mad':10 'moon':2 'must':16 'pace':6 'pursu':17
470;Ishtar Rocketeer;A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House;2006;1;4;4.99;79;24.99;R;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Deleted Scenes""}";'abandon':19 'astound':4 'conquer':14 'dog':8,16 'fun':20 'hous':21 'ishtar':1 'must':13 'rocket':2 'saga':5 'squirrel':11
472;Italian African;A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat;2006;1;3;4.99;174;24.99;G;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Deleted Scenes""}";'african':2 'astound':4 'boat':22 'cat':17 'charact':5 'italian':1 'monkey':9 'moos':12 'must':14 'outgun':15 'studi':6 'u':21 'u-boat':20
485;Jersey Sassy;A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan;2006;1;6;4.99;60;16.99;PG;2013-05-26 14:50:58.951;"{""Deleted Scenes"",""Behind the Scenes""}";'ancient':19 'cow':12 'documentari':5 'feminist':17 'find':15 'japan':20 'jersey':1 'lacklustur':4 'mad':11 'madman':8 'must':14 'sassi':2
486;Jet Neighbors;A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat;2006;1;7;4.99;59;14.99;R;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Behind the Scenes""}";'amaz':4 'boat':21 'display':5 'jet':1 'lumberjack':8 'must':13 'neighbor':2 'outrac':14 'teacher':11 'u':20 'u-boat':19 'woman':16
487;Jingle Sagebrush;A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon;2006;1;6;4.99;124;29.99;PG-13;2013-05-26 14:50:58.951;{Trailers,Commentaries};'baloon':20 'charact':5 'epic':4 'feminist':9 'jingl':1 'meet':15 'must':14 'sagebrush':2 'student':12 'studi':6 'woman':17
499;King Evolution;A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon;2006;1;3;4.99;184;24.99;NC-17;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes"",""Behind the Scenes""}";'action':5 'action-pack':4 'baloon':21 'boy':10 'chase':16 'evolut':2 'king':1 'lumberjack':13 'madman':18 'must':15 'pack':6 'tale':7
500;Kiss Glory;A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies;2006;1;5;4.99;163;11.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Behind the Scenes""}";'canadian':19 'find':14 'girl':8 'glori':2 'husband':11 'kiss':1 'lacklustur':4 'must':13 'reflect':5 'robot':16 'rocki':20
501;Kissing Dolls;A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station;2006;1;3;4.99;141;9.99;R;2013-05-26 14:50:58.951;{Trailers};'build':14 'compos':16 'doll':2 'first':19 'insight':4 'kiss':1 'man':20 'must':13 'pioneer':8 'reflect':5 'space':21 'station':22 'teacher':11
506;Lady Stage;A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat;2006;1;4;4.99;67;14.99;PG;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes"",""Behind the Scenes""}";'beauti':4 'boat':22 'charact':5 'explor':17 'ladi':1 'man':12 'must':14 'pursu':15 'stage':2 'studi':6 'u':21 'u-boat':20 'woman':9
508;Lambs Cincinatti;A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia;2006;1;6;4.99;144;18.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,""Behind the Scenes""}";'australia':18 'cincinatti':2 'compos':16 'feminist':11 'fight':14 'insight':4 'lamb':1 'man':8 'must':13 'stori':5
510;Lawless Vision;A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback;2006;1;6;4.99;181;29.99;G;2013-05-26 14:50:58.951;"{""Deleted Scenes"",""Behind the Scenes""}";'boy':8 'car':17 'insight':4 'lawless':1 'must':14 'outback':20 'outgun':15 'sumo':11 'vision':2 'wrestler':12 'yarn':5
512;League Hellfighters;A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China;2006;1;5;4.99;110;25.99;PG-13;2013-05-26 14:50:58.951;{Trailers};'ancient':19 'china':20 'hellfight':2 'leagu':1 'monkey':12 'must':14 'outgun':15 'saga':5 'shark':9 'student':17 'thought':4
515;Legally Secretary;A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert;2006;1;7;4.99;113;14.99;PG;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Behind the Scenes""}";'astound':4 'desert':21 'legal':1 'meet':15 'moos':12 'must':14 'sahara':20 'secretari':2 'shark':9 'tale':5 'woman':17
518;Liaisons Sweet;A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies;2006;1;5;4.99;140;15.99;PG;2013-05-26 14:50:58.951;"{Commentaries,""Behind the Scenes""}";'bore':4 'canadian':20 'drama':5 'explor':12 'liaison':1 'must':14 'redeem':15 'rocki':21 'shark':9 'sweet':2 'waitress':17
521;Lies Treatment;A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station;2006;1;7;4.99;147;28.99;NC-17;2013-05-26 14:50:58.951;"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}";'charact':7 'compos':19 'defeat':17 'dentist':11 'fast':5 'fast-pac':4 'first':22 'lie':1 'man':23 'moos':14 'must':16 'pace':6 'space':24 'station':25 'studi':8 'treatment':2
527;Lola Agent;A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan;2006;1;4;4.99;85;24.99;PG;2013-05-26 14:50:58.951;{Trailers,Commentaries};'administr':18 'agent':2 'ancient':20 'astound':4 'databas':17 'husband':12 'japan':21 'lola':1 'mad':8 'must':14 'redeem':15 'scientist':9 'tale':5
532;Loser Hustler;A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria;2006;1;5;4.99;80;28.99;PG;2013-05-26 14:50:58.951;"{""Deleted Scenes"",""Behind the Scenes""}";'butler':16 'drama':5 'feminist':11 'hustler':2 'loser':1 'must':13 'nigeria':18 'outgun':14 'robot':8 'stun':4
543;Madigan Dorado;A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback;2006;1;5;4.99;116;20.99;R;2013-05-26 14:50:58.951;"{""Deleted Scenes"",""Behind the Scenes""}";'astound':4 'charact':5 'crocodil':19 'discov':17 'dorado':2 'madigan':1 'must':16 'outback':22 'shark':10,14 'studi':6
551;Maiden Home;A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention;2006;1;3;4.99;138;9.99;PG;2013-05-26 14:50:58.951;"{""Behind the Scenes""}";'convent':21 'forens':16 'home':2 'kill':14 'lacklustur':4 'maiden':1 'moos':8 'must':13 'mysql':20 'psychologist':17 'saga':5 'teacher':11
556;Maltese Hope;A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California;2006;1;6;4.99;127;26.99;PG-13;2013-05-26 14:50:58.951;"{""Behind the Scenes""}";'california':21 'conquer':17 'crocodil':10 'documentari':7 'explor':19 'fast':5 'fast-pac':4 'hope':2 'maltes':1 'must':16 'pace':6 'sumo':13 'wrestler':14
563;Massacre Usual;A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California;2006;1;6;4.99;165;16.99;R;2013-05-26 14:50:58.951;{Commentaries};'california':19 'challeng':14 'crocodil':11 'fate':4 'forens':16 'massacr':1 'must':13 'psychologist':17 'reflect':5 'usual':2 'waitress':8
565;Matrix Snowman;A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California;2006;1;6;4.99;56;9.99;PG-13;2013-05-26 14:50:58.951;"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}";'action':5 'action-pack':4 'california':20 'matrix':1 'must':15 'overcom':16 'pack':6 'saga':7 'snowman':2 'student':18 'woman':10,13
568;Memento Zoolander;A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert;2006;1;4;4.99;77;11.99;NC-17;2013-05-26 14:50:58.951;"{""Behind the Scenes""}";'chef':17 'desert':21 'epistl':5 'explor':11 'memento':1 'must':13 'pastri':16 'redeem':14 'sahara':20 'squirrel':8 'touch':4 'zooland':2
570;Mermaid Insects;A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California;2006;1;5;4.99;104;20.99;NC-17;2013-05-26 14:50:58.951;"{Trailers,""Behind the Scenes""}";'california':18 'drama':5 'fight':14 'husband':11,16 'insect':2 'lacklustur':4 'mermaid':1 'must':13 'waitress':8
575;Midsummer Groundhog;A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan;2006;1;3;4.99;48;27.99;G;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes""}";'ancient':18 'chase':14 'crocodil':16 'dog':11 'fate':4 'groundhog':2 'japan':19 'midsumm':1 'moos':8 'must':13 'panorama':5
578;Million Ace;A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert;2006;1;4;4.99;142;16.99;PG-13;2013-05-26 14:50:58.951;"{""Deleted Scenes""}";'ace':2 'brilliant':4 'desert':21 'documentari':5 'find':14 'million':1 'must':13 'sahara':20 'squirrel':11 'technic':16 'woman':8 'writer':17
579;Minds Truman;A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery;2006;1;3;4.99;149;22.99;PG-13;2013-05-26 14:50:58.951;"{""Deleted Scenes"",""Behind the Scenes""}";'administr':18 'crocodil':12 'databas':17 'mad':8 'mind':1 'monasteri':21 'must':14 'outgun':15 'scientist':9 'taut':4 'truman':2 'yarn':5
580;Mine Titans;A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin;2006;1;3;4.99;166;12.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes""}";'amaz':4 'berlin':19 'discov':14 'forens':16 'mine':1 'must':13 'psychologist':17 'robot':8 'titan':2 'woman':11 'yarn':5
583;Mission Zoolander;A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House;2006;1;3;4.99;164;26.99;PG-13;2013-05-26 14:50:58.951;"{""Behind the Scenes""}";'abandon':21 'fun':22 'hous':23 'intrepid':4 'meet':15 'mission':1 'must':14 'shark':18 'stori':5 'sumo':8 'teacher':12 'wrestler':9 'zooland':2
587;Mod Secretary;A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans;2006;1;6;4.99;77;20.99;NC-17;2013-05-26 14:50:58.951;"{Commentaries,""Behind the Scenes""}";'bore':4 'build':15 'cat':12 'cow':9 'documentari':5 'lumberjack':17 'mad':8 'mod':1 'must':14 'new':19 'orlean':20 'secretari':2
588;Model Fish;A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia;2006;1;4;4.99;175;11.99;NC-17;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Behind the Scenes""}";'australia':18 'beauti':4 'boat':8 'crocodil':11 'dog':16 'fish':2 'model':1 'must':13 'outrac':14 'panorama':5
591;Monsoon Cause;A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat;2006;1;6;4.99;182;20.99;PG;2013-05-26 14:50:58.951;"{Commentaries,""Behind the Scenes""}";'astound':4 'boat':21 'car':11 'caus':2 'crocodil':8 'monsoon':1 'must':13 'outrac':14 'squirrel':16 'tale':5 'u':20 'u-boat':19
596;Moonshine Cabin;A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat;2006;1;4;4.99;171;25.99;PG-13;2013-05-26 14:50:58.951;"{""Behind the Scenes""}";'astronaut':8 'boat':20 'cabin':2 'chase':14 'display':5 'feminist':11 'frisbe':16 'jet':19 'moonshin':1 'must':13 'thought':4
597;Moonwalker Fool;A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans;2006;1;5;4.99;184;12.99;G;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes""}";'compos':16 'drama':5 'epic':4 'feminist':8 'fool':2 'moonwalk':1 'must':13 'new':18 'orlean':19 'pioneer':11 'sink':14
603;Movie Shakespeare;A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin;2006;1;6;4.99;53;27.99;PG;2013-05-26 14:50:58.951;"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}";'administr':9 'berlin':19 'build':15 'databas':8 'display':5 'hunter':17 'insight':4 'movi':1 'must':14 'shakespear':2 'student':12
607;Muppet Mile;A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico;2006;1;5;4.99;50;18.99;PG;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes""}";'frisbe':16 'gulf':19 'kill':14 'lacklustur':4 'madman':8 'mexico':21 'mile':2 'muppet':1 'must':13 'stori':5 'teacher':11
611;Musketeers Wait;A Touching Yarn of a Student And a Moose who must Fight a Mad Cow in Australia;2006;1;7;4.99;73;17.99;PG;2013-05-26 14:50:58.951;"{""Deleted Scenes"",""Behind the Scenes""}";'australia':19 'cow':17 'fight':14 'mad':16 'moos':11 'musket':1 'must':13 'student':8 'touch':4 'wait':2 'yarn':5
614;Name Detective;A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria;2006;1;5;4.99;178;11.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Behind the Scenes""}";'cat':12 'detect':2 'mad':17 'must':14 'name':1 'nigeria':20 'pursu':15 'saga':5 'scientist':18 'sumo':8 'touch':4 'wrestler':9
624;Nightmare Chill;A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft;2006;1;3;4.99;149;25.99;PG;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes"",""Behind the Scenes""}";'abandon':19 'brilliant':4 'butler':11 'chill':2 'display':5 'fight':14 'mine':20 'must':13 'nightmar':1 'robot':8 'shaft':21 'waitress':16
627;North Tequila;A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans;2006;1;4;4.99;67;9.99;NC-17;2013-05-26 14:50:58.951;"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}";'beauti':4 'charact':5 'cow':10 'mad':9 'must':15 'new':20 'north':1 'orlean':21 'reach':16 'robot':13 'studi':6 'tequila':2 'woman':18
632;Nuts Ties;A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California;2006;1;5;4.99;145;10.99;NC-17;2013-05-26 14:50:58.951;"{Trailers,""Behind the Scenes""}";'california':18 'drama':5 'explor':8 'meet':14 'must':13 'nut':1 'teacher':16 'thought':4 'tie':2 'woman':11
633;October Submarine;A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat;2006;1;6;4.99;54;10.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Behind the Scenes""}";'boat':20 'boy':11 'confront':14 'epistl':5 'husband':16 'jet':19 'monkey':8 'must':13 'octob':1 'submarin':2 'taut':4
637;Open African;A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat;2006;1;7;4.99;131;16.99;PG;2013-05-26 14:50:58.951;{Trailers,Commentaries};'african':2 'agent':9 'boat':22 'car':17 'discov':15 'drama':5 'explor':12 'lacklustur':4 'must':14 'open':1 'secret':8 'u':21 'u-boat':20
639;Opposite Necklace;A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria;2006;1;7;4.99;92;9.99;PG;2013-05-26 14:50:58.951;"{""Deleted Scenes""}";'crocodil':8 'epistl':5 'explor':16 'fate':4 'kill':14 'moos':11 'must':13 'necklac':2 'nigeria':18 'opposit':1
640;Opus Ice;A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert;2006;1;5;4.99;102;21.99;R;2013-05-26 14:50:58.951;"{Commentaries,""Deleted Scenes""}";'boy':13 'desert':22 'discov':16 'drama':7 'fast':5 'fast-pac':4 'feminist':18 'hunter':10 'ice':2 'must':15 'opus':1 'pace':6 'sahara':21
648;Outlaw Hanky;A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert;2006;1;7;4.99;148;17.99;PG-13;2013-05-26 14:50:58.951;{Trailers,Commentaries};'astronaut':8 'compos':11 'conquer':14 'desert':20 'dog':16 'hanki':2 'must':13 'outlaw':1 'sahara':19 'stori':5 'thought':4
653;Panic Club;A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon;2006;1;3;4.99;102;15.99;G;2013-05-26 14:50:58.951;"{Commentaries,""Deleted Scenes""}";'baloon':19 'club':2 'crocodil':11 'display':5 'fanci':4 'girl':16 'must':13 'panic':1 'succumb':14 'teacher':8
654;Panky Submarine;A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico;2006;1;4;4.99;93;19.99;G;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}";'boy':17 'dentist':8 'documentari':5 'gulf':20 'mexico':22 'must':14 'overcom':15 'panki':1 'submarin':2 'sumo':11 'touch':4 'wrestler':12
655;Panther Reds;A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico;2006;1;5;4.99;109;22.99;NC-17;2013-05-26 14:50:58.951;"{""Deleted Scenes"",""Behind the Scenes""}";'brilliant':4 'gulf':19 'man':11 'mexico':21 'moos':8 'must':13 'panorama':5 'panther':1 'reach':14 'red':2 'teacher':16
659;Park Citizen;A Taut Epistle of a Sumo Wrestler And a Girl who must Face a Husband in Ancient Japan;2006;1;3;4.99;109;14.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes""}";'ancient':19 'citizen':2 'epistl':5 'face':15 'girl':12 'husband':17 'japan':20 'must':14 'park':1 'sumo':8 'taut':4 'wrestler':9
661;Past Suicides;A Intrepid Tale of a Madman And a Astronaut who must Challenge a Hunter in A Monastery;2006;1;5;4.99;157;17.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes"",""Behind the Scenes""}";'astronaut':11 'challeng':14 'hunter':16 'intrepid':4 'madman':8 'monasteri':19 'must':13 'past':1 'suicid':2 'tale':5
662;Paths Control;A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China;2006;1;3;4.99;118;9.99;PG;2013-05-26 14:50:58.951;"{Trailers,""Behind the Scenes""}";'ancient':18 'astound':4 'butler':8 'cat':11 'china':19 'control':2 'documentari':5 'find':14 'frisbe':16 'must':13 'path':1
666;Paycheck Wait;A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert;2006;1;4;4.99;145;27.99;PG-13;2013-05-26 14:50:58.951;"{Commentaries,""Deleted Scenes""}";'awe':5 'awe-inspir':4 'boy':10 'desert':22 'discov':16 'inspir':6 'man':13 'moos':18 'must':15 'paycheck':1 'reflect':7 'sahara':21 'wait':2
668;Peak Forever;A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft;2006;1;7;4.99;80;25.99;PG;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}";'abandon':20 'agent':12 'astronaut':17 'boat':8 'forev':2 'insight':4 'mine':21 'must':14 'peak':1 'reflect':5 'secret':11 'shaft':22 'vanquish':15
670;Pelican Comforts;A Epic Documentary of a Boy And a Monkey who must Pursue a Astronaut in Berlin;2006;1;4;4.99;48;17.99;PG;2013-05-26 14:50:58.951;"{Commentaries,""Deleted Scenes""}";'astronaut':16 'berlin':18 'boy':8 'comfort':2 'documentari':5 'epic':4 'monkey':11 'must':13 'pelican':1 'pursu':14
671;Perdition Fargo;A Fast-Paced Story of a Car And a Cat who must Outgun a Hunter in Berlin;2006;1;7;4.99;99;27.99;NC-17;2013-05-26 14:50:58.951;"{Trailers,""Behind the Scenes""}";'berlin':20 'car':10 'cat':13 'fargo':2 'fast':5 'fast-pac':4 'hunter':18 'must':15 'outgun':16 'pace':6 'perdit':1 'stori':7
676;Philadelphia Wife;A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert;2006;1;7;4.99;137;16.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Deleted Scenes""}";'administr':17 'astronaut':11 'conquer':14 'databas':16 'desert':21 'hunter':8 'must':13 'philadelphia':1 'sahara':20 'taut':4 'wife':2 'yarn':5
680;Pinocchio Simon;A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California;2006;1;4;4.99;103;21.99;PG;2013-05-26 14:50:58.951;"{Commentaries,""Behind the Scenes""}";'action':5 'action-pack':4 'california':22 'feminist':20 'find':18 'mad':10 'must':17 'pack':6 'pinocchio':1 'reflect':7 'scientist':11 'shark':15 'simon':2
682;Pittsburgh Hunchback;A Thrilling Epistle of a Boy And a Boat who must Find a Student in Soviet Georgia;2006;1;4;4.99;134;17.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,""Deleted Scenes"",""Behind the Scenes""}";'boat':11 'boy':8 'epistl':5 'find':14 'georgia':19 'hunchback':2 'must':13 'pittsburgh':1 'soviet':18 'student':16 'thrill':4
683;Pity Bound;A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria;2006;1;5;4.99;60;19.99;NC-17;2013-05-26 14:50:58.951;{Commentaries};'administr':17 'bore':4 'bound':2 'databas':16 'defeat':14 'feminist':8 'moos':11 'must':13 'nigeria':19 'panorama':5 'piti':1
685;Platoon Instinct;A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia;2006;1;6;4.99;132;10.99;PG-13;2013-05-26 14:50:58.951;{Trailers,Commentaries};'australia':18 'instinct':2 'man':8 'must':13 'panorama':5 'platoon':1 'reach':14 'thrill':4 'woman':11,16
686;Pluto Oleander;A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank;2006;1;5;4.99;84;9.99;R;2013-05-26 14:50:58.951;"{""Behind the Scenes""}";'action':5 'action-pack':4 'car':10,18 'moos':13 'must':15 'oleand':2 'outgun':16 'pack':6 'pluto':1 'reflect':7 'shark':21 'tank':22
691;Poseidon Forever;A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery;2006;1;6;4.99;159;29.99;PG-13;2013-05-26 14:50:58.951;{Commentaries};'dentist':16 'epistl':5 'forev':2 'monasteri':19 'monkey':11 'must':13 'poseidon':1 'thought':4 'vanquish':14 'woman':8
694;Prejudice Oleander;A Epic Saga of a Boy And a Dentist who must Outrace a Madman in A U-Boat;2006;1;6;4.99;98;15.99;PG-13;2013-05-26 14:50:58.951;"{Trailers,Commentaries,""Deleted Scenes""}";'boat':21 'boy':8 'dentist':11 'epic':4 'madman':16 'must':13 'oleand':2 'outrac':14 'prejudic':1 'saga':5 'u':20 'u-boat':19
695;President Bang;A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia;2006;1;6;4.99;144;12.99;PG;2013-05-26 14:50:58.951;"{""Behind the Scenes""}";'bang':2 'battl':15 'fate':4 'georgia':20 'moos':12 'must':14 'panorama':5 'presid':1 'robot':17 'soviet':19 'technic':8 'writer':9
